PRODUK,FARMASI,E-COMMERCE,TOKO,ALAMAT,KOTA,BOX,JUAL (UNIT TERKECIL),HARGA UNIT TERKECIL,VALUE,% DISC,KATEGORI,SOURCE,NAMA PRODUK E-COMMERCE,RATING (Khusus shopee dan toped dikali 20),JML ULASAN,DILIHAT,DESKRIPSI,TANGGAL OBSERVASI
,,BUKALAPAK,joa store,,Jakarta Timur,,1779,27000.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3bzukj4-jual-masker-face-mask-3ply-bukan-sensi,masker face mask 3ply bukan sensi,4.8,447,,"harga tertera 27rb perbox isi 50pc

barang sesuai gambar



grosir per 50box 26rb

pilih pembelian grosir



harap di lihat dus pada gambar

3ply

warna BIRU like sensi

ada kawat hidung

tebal mirip sensi

lsg d order saja selama iklan msh ad

berarti barang ready

jangan tanya ready ato gk

be smart buyer



(Jika mau gratis ongkos kirim setelah klik beli, maka pilih ekpedisi sicepat, lalu masukkan Kode voucher BUKASICEPAT maka ongkos kirim nya free senilai 15.000 - 30.000)



agar mencapai ketentuan gratis ongkir sicepat yg nominal pembelian 50rb



para juragan dapat menambahkan daftar pembelian HANSANITIZER 30ml 1botol



link : HANDSANITIZER GEL HYGI 30ml





NB=

BARANG DIJUAL MURAH KARENA DISUBSIDI OLEH PENJUAL DENGAN TUJUAN MEMBANTU MASYARAKAT WALAUPUN PENJUAL JUAL RUGI.



MASKER KAIN =hanya untuk mengurangi agar pemilik masker tidak menular kan penyakit ke orang lain tetapi tidak bisa mencegah penularan dari orang lain ke kita karena pori pori nya besar/masih tembus



MASKER 3ply= pori pori kecil sehingga selain mencegah penularan penyakit ke orang lain, juga mencegah agar tidak tertular penyakit dari orang lain seperti penyakit corona virus contoh NYA, maka risiko tertular lebih kecil.o",2020-10-26 09:25:03
,,BUKALAPAK,Livena OL Shop,,Tangerang,,2858,10000.0,,0.04,,https://www.bukalapak.com/p/industrial/safety/masker/30psrm9-jual-masker-evo-plusmed-surgical-face-mask-earloop,Masker EVO Plusmed Surgical Face Mask Earloop,4.9,208,,"EVO Plusmed Surgical Face Mask (Earloop)



Harga utk 1 Masker

Kalau mau beli 1 Box klik beli 25 dapat box ORIGINAL nya

Kalau beli tidak kelipatan 25, packing akan kami masukan kedalam plastik ya

Geser Foto Gambarnya ya biar lebih detail fotonya aslinya



Diproduksi oleh :

PT HETZER MEDICAL INDONESIA

KEMENKES RI AKD 11603410202

Exp : 2025



Warna :

- ORANGE

- PUTIH

- GREY

- COKLAT

- KUNING

- BIRU MUDA

- PINK

- UNGU

- HITAM

- MERAH



Note : Jika tidak ada keterangan warna akan kami kirim RANDOM



EVO Plusmed merupakan masker PREMIUM 3ply (3 Lapis) bahan non woven yang dilengkapi dengan bahan filter bakteri pada lapisan kedua.



Ditambah inovasi desain bentuk yg disempurnakan, membuat masker ini dapat mengoptimalkan fungsi dan manfaatnya untuk menjaga kesehatan serta melindungi dari cairan, bakteri, kuman penyakit dan partikel mikro lainnya, tanpa mengurangi kenyamanan pada saat menggunakannya



- FILTRASI BAKTERI TINGGI

- TAHAN PERCIKAN AIR

- MAMPU MENYARING PARTIKEL

- MUDAH UNTUK BERNAFAS

- NYAMAN DIKENAKAN



Butuh Hand Sanitizer 60ml

via @bukalapak klik disini :



Butuh Hand Sanitizer 100ml via @bukalapak



Butuh Hand Sanitizer 250ml via @bukalapak



Butuh Hand Sanitizer Pembersih Tangan Anti Bacterial 1 Liter

via @bukalapak klik disini :",2020-10-26 09:25:06
,,BUKALAPAK,trij acc hp,,Tangerang,,2674,90000.0,,0.7,"Super Seller 
Recommended Seller ",https://www.bukalapak.com/p/industrial/safety/masker/30i1wdm-jual-masker-3-ply-3ply-anti-debu-anti-virus-box-isi-50-pis-masker-mulut,masker 3 ply 3ply anti debu anti virus Box isi 50 pis masker mulut,4.8,229,,"READY SIAP KIRIM -

1 BOX ISI 50PCS





Masker Karet /gantung telinga 3ply adalah alat yang digunakan untuk melindungi pernapasan dari polusi udara yang dapat berbahaya apabila terhirup oleh hidung. Terbuat dari bahan kain yang halus, sehingga nyaman saat digunakan. Karet didesain dengan kelenturan yang pas, sehingga tetap nyaman dipakai dalam waktu lama.



Spesifikasi :

Comfort, nyaman digunakan

Fit design, menutup hidung dan mulut dengan sempurna

Breathable, bernafas lebih lega

Splash resistant, tidak tembus percikan air

BFE > 99 % (Bacterial Filtration Efficiency)

50 pcs/box

Masker Earloop 3 ply

Warna biru

1 Box isi 50 Masker",2020-10-26 09:25:08
,,BUKALAPAK,noenkolshop,,Kab. Bogor,,33,25000.0,,0.15,,https://www.bukalapak.com/p/industrial/safety/masker/3hk61bz-jual-masker-brukat,Masker Brukat,4.8,16,,"""MASKER BRUKAT""



Masker 3 ply dengan bahan Brukat Mewah, bagian belakang dilapisi Jersey, sangat nyaman digunakan. Masker bagian dalam dilapis bahan Non-Woven yang aman dari droplet. Tali karet hijab dan Tanpa kantong tisue. Dipercantik aplikasi Bunga



ori Merk NARINDA HIJAB



Stok Ready

Choco 2 abis

Mocha 1

baby pink 2

dusty pink 2 abis",2020-10-26 09:25:10
,,BUKALAPAK,Vertu88Shop,,Bandung,,25,30000.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3sl1z1c-jual-masker-kesehatan-bnpb-face-mask-3ply-earloop-50pcs-box-masker-kesehatan-berizin,Masker Kesehatan BNPB Face Mask 3Ply Earloop 50Pcs Box Masker Kesehatan Berizin,4.8,14,,"Masker Disposable Face Mask 3Ply Earloop 50Pcs Box Masker Kesehatan Berizin



Masker Merk Three Berizin Kemenkes



Barang

Masker Wajah Medis Sekali Pakai



Gaya

Pengait / Pengait, 3 lapisan, titik internal



Bahan

pp non-woven

layer Meltblown

pp non-woven



BFE 95% - 99,9%



Masker untuk kesehatan



Sangat baik untuk mencegah tertularnya saat Pandemi Covid-19

Bersertifikat :



- CE : Perintah penyesuaian tanda yang terdapat pada banyak produk yang ditempatkan pada pasar tunggal dalam Kawasan Ekonomi Eropa (EEA) dan barang-barang ekspor dari luar negeri. Tanda CE digunakan untuk meyakinkan bahwa



Aplikasi

Banyak digunakan di rumah sakit & perawatan kesehatan, konsultan medis & parmasi, salon kecantikan,pelindung industri, penggunaan sehari-hari, dll.",2020-10-26 09:25:13
,,BUKALAPAK,PILIH PILIH ONLINE,,Jakarta Barat,,16,850000.0,,0.6,,https://www.bukalapak.com/p/industrial/safety/masker/2mmzio2-jual-masker-xiaomi-anti-polusi-air-canggih,Masker Xiaomi Anti Polusi Air Canggih,4.9,12,,"Masker dengan empas lapisan nanomaterial komposit, yang secara komprehensif memblokir zat berbahaya seperti materi partikulat, alergen dan asap knalpot kendaraan, membuat paru-paru Anda menjadi lebih sehat. Terdapat juga kipas filter agar udara keluar masuk dengan lebih lancar, menggunakan baterai lithium ion sebagai sumber tenaga.



Features

Nano Electro Technology

Teknologi filtrasi serat nano electro, yang dikombinasikan dengan sistem udara segar saluran udara 3 dimensi. Terdapat juga kipas filter sehingga udara yang keluar masuk sangat segar dan mulut Anda menjadi tidak panas dan lembab.





Four Layer Combination

Masker ini terbuat dari empas lapisan nanomaterial komposit, yang secara komprehensif memblokir zat berbahaya seperti materi partikulat, alergen dan asap knalpot kendaraan, membuat paru-paru Anda menjadi lebih sehat.





Skin Friendly and Breathable Closed Design

Udara bersih yang disaring secara aktif dimasukkan ke dalam masker dan sirkulasi udara terbentuk melalui saluran udara tiga dimensi dan udara lembab dihilangkan melalui katup saluran udara yang tersembunyi! sehingga pernafasan yang nyaman dan sehat.





Cool Design

Desain dari masker ini memenuhi kebutuhan fashion Anda sehari-hari, tampil keren dan stay healthy.





Ultra Thin Custom Fan

Bahan material keseluruhan terbuat dari PC yang ringan dan memudahkan pernafasan, tata letak yang efisien dan kompak.





Endurance Battery

Baterai lithium ion pilimer berkepadatan tinggi dengan penelitian independen dan pengembangan modul hemat energi. Kipas masker ini dapat menyala 4 hingga 8 jam tergantung penggunaan Anda.





Soft Material High Process

Dengan dukungan kinerja penyaringan yang kuat, proses jahit manual tiga dimensi membuat kain nyaman dan lembut dan nilai penampilan ditingkatan.



Careful Selection of Double Layer Design

KN95 material soft skin bang, permukaan masker di modifikasi cocok dengan banyak jenis wajah, lapisan dalam nano electric fiber.



Speed Control Fan

Masker Anti Polusi Xiaomi ini memiliki kipas filter dengan 3 kecepatan fan yang dapat Anda atur sesuai kebutuhan. Kipas masker ini membuat aliran udara menjadi lancar sehingga tidak panas saat digunakan.



Easy Wash

Jangan khawatir, desain dapat dilepas dan lapisan luar dapat dicuci, filter bagian dalam dapat digunakan berulang kali, sehingga biaya ganti sangat rendah.





Package Contents

Barang-barang yang anda dapat dalam kotak produk:



1 x Xiaomi Purely Masker Anti Polusi Air Mask PM2.5



Spesifikasi Xiaomi Purely Masker Anti Polusi Air Mask PM2.5 - HZSN001

Material

PP + PC

Dimensi

7.50 x 3.70 x 1.25 cm

Power

Rated voltage: DC 5V

Rated power: 0.4W

Battery: 550mAh rechargeable lithium-ion battery

Battery service time: 4 - 8 hours





8182086932012",2020-10-26 09:25:17
,,BUKALAPAK,Vertu88Shop,,Bandung,,194,5200.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3prz9iq-jual-face-shield-nagita-anyware-box-kacamata-medis-pelindung-wajah,Face Shield Nagita Anyware Box Kacamata Medis Pelindung Wajah,5.0,9,,"Face Shield Kacamata Medis Pelindung Wajah Safety Shield



READY STOCK BANYAK CHECK OUT/ORDER YACH AKAN SEGERA KAMI PROSES HARI INI (HAPPY SHOPPING)



FACE SHIELD KACAMATA MEDIS PELINDUNG WAJAH 1 PCS





- Mika shield bening. Ada lapisan plastik yang harus di lepas supaya tidak buram



Face Shield APD dengan rangka Kacamata, cocok dipakai di Rumah Sakit, Tempat umum keramaian , Dapur pada saat memasak dll



Fungsi Face Shield :



1. Rangka kacamata ringan bukan karet, sehingga nyaman dipake sepanjang hari dan tidak menggunakan busa. Tidak panas dan gerah

2. Memproteksi diri dari Virus, bakteri, droplet, splash darah, ludah, karang gigi, aerosol yang dapat mengenai wajah anda saat bekerja atau kegiatan sehari-hari anda.

3. Dapat digunakan untuk mereka yang Berhijab, Berkacamata dan cocok di semua warna pakaian.

4. Aman, higienis, dan praktis digunakan

5. Jernih, anti kabut /fog, desain kontur sesuai wajah

6. Mudah digunakan karena seperti kacamata



Terdiri dari 1 rangka (frame) + 1 shield / visor",2020-10-26 09:25:19
,,BUKALAPAK,noenkolshop,,Kab. Bogor,,15,30000.0,,0.15,,https://www.bukalapak.com/p/industrial/safety/masker/3gik9u7-jual-masker-kain-katun-ima,Masker Kain katun IMA,4.8,5,,"Masker Kain non medis, bahan katun IMA premium grade A, bahan terbaik dan aman krn berserat alami, tali karet , 2 lapis sesuai anjuran kementrian kesehatan, Ready

* Coklat 2 pcs

* Abu 2 pcs

* Pink 3 pcs

* Mustard 4 pcs

* Hitam 4 pcs



HARGA 1 PCS 30 RIBU....BUKAN 1 LUSIN!!!",2020-10-26 09:25:23
,,BUKALAPAK,Vertu88Shop,,Bandung,,15,26500.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3sh7c8v-jual-masker-kn95-alkindo-masker-medis-5ply-kn95-face-mask-1box-10pcs,Masker KN95 Alkindo Masker Medis 5ply KN95 Face Mask 1Box 10pcs,4.6,5,,"Masker KN95 Alkindo / Masker Medis 5ply KN95 Face Mask 1Box 10pcs



KN95 5ply Warna Putih

-1 box isi 10 masker

-ALKINDO - PROTECTIVE

- Bentuk pas dimuka dan Hidung

- Ready Warna Putih

- Bisa di pakai berkali kali dilapiskan masker 3ply

- Bisa di uap steam

- Bisa di seterika dilapiskan Kain

- Efektif ketimbang normal Masker 3ply",2020-10-26 09:25:26
,,BUKALAPAK,noenkolshop,,Kab. Bogor,,6,25000.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3i7glpw-jual-masker-katun-motif,Masker katun motif,5.0,4,,"*BLUSTER PRADA*

HEADLOOP MASK

(Terdapat tempat utk tissue)



By.Danisha hijab



Masker dengan motif Salur warna warni yang dipercantik Renda prada import,membuat tampilan manis saat memakainya.

Dibagian belakang didesign khusus ada jahitan tempat untuk Tissue sebagai filter dibagian dalam masker

Menggunakan 2 lapis kain Katun Bluster &Hero yang tidak panas saat dipakai.

Hijab friendly karena menggunakan Tali headloop.

stok ready

oren

pink

ijo

ungu

kuning

hitam abis",2020-10-26 09:25:30
,,BUKALAPAK,noenkolshop,,Kab. Bogor,,11,20000.0,,0.15,,https://www.bukalapak.com/p/industrial/safety/masker/3krawhe-jual-masker-brukat-polos,Masker Brukat polos,5.0,2,,"Bismillah

Ready stock



Masker hijab brukat

Bahan masker di lapis hayget

Belakang pake karet

Ready abu",2020-10-26 09:25:34
,,BUKALAPAK,noenkolshop,,Kab. Bogor,,6,25000.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3n8ry6h-jual-masker-katun-jepang-motif,Masker katun jepang motif,5.0,2,,"Masker PRAKTIS cantik

best seller bisa pilih motif

bahan katun jepang + furing adem

2 lapis

belakang 1 karet

model duckbill (tidak mengganggu bibir ketika berbicara, tidak engap)

bisa dicuci



Ready no 1,3,7 dan 11",2020-10-26 09:25:37
,,BUKALAPAK,CLEA ASIA,,Jakarta Barat,,12,12900.0,,0.5,,https://www.bukalapak.com/p/industrial/safety/masker/3jzsle8-jual-face-shield-dewasa-bisa-buka-tutup-pelindung-wajah-masker-face-shield-muka-anti-corona,Face Shield DEWASA Bisa Buka Tutup - Pelindung Wajah Masker Face Shield Muka Anti Corona,5.0,2,,"Untuk Menghadapi New Normal Gaes Wajib punya Face Shield.
Face Shield Mask/Masker Anti Fog
Masker Pelindung Wajah dari Bersin, Debu Anti Fog
READY buanyak yaaa!!!
PROMO FREE ANTIS 5ML SELAMA PERSEDIAAN MASIH ADA
Dalam upaya kita memerangi dan Mencegah Penularan Virus, Masker Pelundung Wajah ini bisa membantu mengurangi Penularan.
Features
Jarak pandang yang jelas
Area perlindungan wajah menutupi dagu & pelidung mudah dibuka tutup
Bisa bernapas lebih nyaman
Pemakaian ulang dan mudah dibersihkan
Ringan dan Nyaman digunakan
Banyak digunakan untuk bahan medis
Anti Bakteri
Bisa DIcuci Berulang kali",2020-10-26 09:25:41
,,BUKALAPAK,noenkolshop,,Kab. Bogor,,5,25000.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3pj3koj-jual-masker-katun-jepang-bolak-balik,Masker katun jepang bolak balik,5.0,2,,"Masker Cantil Cerillo :

* bahan katun jepang

* karet belakang

* bisa dipakai bolak balik

* nyaman dipakai

* ori Cerillo



Ready dusty pink ( abis), marun, hitam, navy",2020-10-26 09:25:44
,,BUKALAPAK,noenkolshop,,Kab. Bogor,,4,30000.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3o7kfvd-jual-masker-brukat-sayra,Masker Brukat Sayra,3.0,2,,"MASKER BRUKAT MERK SAYRA*



*SINAR MASKER BROKAT*



Detail Product :



material brokat

masker dgn pola scuba

terdiri 3 lapis ada tempat filter

tali karet yg elastis nyaman di pakai



*tersedia 9 warna*



hitam abis

putih 1 pcs

marun abis

coksu abis

abu 1 pcs

guava 1 pcs

dusty pink 1 pcs

navy abis

milo abis",2020-10-26 09:25:46
,,BUKALAPAK,noenkolshop,,Kab. Bogor,,4,25000.0,,,,https://www.bukalapak.com/p/industrial/safety/masker/3n8xt11-jual-masker-katun,Masker katun,3.0,2,,"Masker Azzora



Kode : masker casual

Bahan : Soft Denim



Detail :

- Menggunakan 2 Lapis

- Lapisan pertama menggunakan soft denim

- Lapisan 2 menggunakan furing KH

- Menggunakan Apikasi Bordil Komputer

- Dimodifikasi macam2 bunga resin 3D import yg cute

- Menggunakan tali karet dan panjang mempermudah saat menggunakan hijab

- Masker ini sangat nyaman dgunakan sehari

- Desaign casual dan simple



Terdiri dari 5 warna yg cantik :



Grey

Cokmud abis

Birmud abis

Hitam abis

Pink abis",2020-10-26 09:25:48
